,tweet,counter,degree
188,"['after', 'what', 'our', 'country', 'went', 'through', 'this', 'last', 'year', 'to', 'see', 'people', 'bring', 'a', 'bomb', 'to', 'the', 'stadium', 'amp', 'come', 'here', 'for', 'everything', 'but', 'football']",0,Not offensive
189,"['i', 'am', 'thankful', 'for', 'cats', 'thankful', 'positive']",0,Not offensive
190,"['time', 'to', 'eat', 'with', 'my', 'be', 'swalscha', 'ðâð', 'dejeuner', 'lunch', 'happiness', 'love', 'amoureuse']",0,Not offensive
191,"['ilovethesecret', 'lawofattraction', 'quit', 'love', 'happiness', 'motivation', 'success', 'joy', 'life']",0,Not offensive
192,"['you', 'might', 'be', 'a', 'library', 'if', 'library', 'saw', 'liberal', 'politics']",0,Not offensive
193,"['its', 'about', 'to', 'go', 'down', 'pole', 'by', 'rozthediva', 'blackgirlspole', 'bodyandpole', 'live', 'love', 'â']",0,Not offensive
194,"['argentina2015', 'attack', 'bull', 'game', 'd', 'do', 'you', 'really', 'think', 'that', 'his', 'head', 'was', 'empty', 'around', 'the', 'city', 'each', 'side']",0,Not offensive
195,"['what', 'a', 'selfserving', 'hypocrite', 'always', 'keep', 'your', 'eye', 'on', 'the', 'bounding', 'ball', 'with', 'this', 'nimrod', 'president']",0,Not offensive
196,"['nohcarolina', 'bull', 'up', 'you', 'will', 'dominate', 'your', 'bull', 'and', 'you', 'will', 'direct', 'it', 'whatever', 'you', 'want', 'it', 'to', 'do', 'the']",0,Not offensive
197,"['building', 'polar', 'bear', 'climb', 'racing', 'angry', 'polar', 'bear', 'climb', 'racing', 'the', 'polar', 'bear', 'living', 'in', 'cold', 'places', 'look']",0,Not offensive
198,"['user', 'user', 'if', 'they', 'want', 'reelection', 'money', 'leg']",0,Not offensive
199,"['my', 'he', 'is', 'with', 'orlando', 'right', 'now', 'i', 'truly', 'cannot', 'imagine', 'could', 'have', 'easily', 'happened', 'anywhere']",0,Not offensive
200,"['alreemgroup', 'aly_alshahawy', 'ad', 'cut', 'summer', 'photographerdubai', 'sun', 'hair', 'mydubaiâ']",0,Not offensive
201,"['it', 'seems', 'like', 'the', 'only', 'place', 'with', 'action', 'here', 'is', 'montreal']",0,Not offensive
202,"['user', 'that', 'and', 'you', 'are', 'old', 'and', 'washed', 'up']",0,Not offensive
203,"['i', 'am', 'spirited', 'am', 'positive', 'affirmation']",0,Not offensive
204,"['i', 'am', 'thankful', 'for', 'entertainment', 'thankful', 'positive']",0,Not offensive
205,"['user', 'user', 'user', 'this', 'shows', 'truly', 'how', 'bad', 'brisbane', 'are']",0,Not offensive
206,"['user', 'can', 'wait', 'for', 'wimbledon2016']",0,Not offensive
207,"['happy', 'man', 'success', 'model', 'entrepreneur', 'speaker', 'ff', 'fresh', 'confident', 'fashion']",0,Not offensive
208,"['gale', 'moments', 'day', 'kid', 'bipolar', 'frikiegirl2016', 'the', 'lucky', 'chinatown', 'mall', 'binondoâ']",0,Not offensive
209,"['this', 'really', 'takes', 'the', 'pass', 'in', 'so', 'angry', 'just', 'goes', 'to', 'show', 'who', 'is', 'valued', 'and', 'who', 'isn', 'you', 'complete', 'and', 'utter', 'moon']",0,Not offensive
210,"['user', 'take', 'out', 'the', 'trash', 'america', 'i', 'voted', 'against', 'hate', 'i', 'voted', 'against', 'i', 'voted', 'against', 'i', 'vote']",0,Not offensive
211,"['fathers', 'day', 'to', 'all', 'the', 'amazing', 'days', 'out', 'there', 'that', 'give', 'up', 'so', 'much', 'for', 'their', 'families', 'enjoy', 'your']",0,Not offensive
212,"['does', 'magnettherapy', 'really', 'work', 'altwaystoheal', 'healing', 'healthy']",0,Not offensive
213,"['sero', 'has', 'said', 'it', 'all', 'user']",0,Not offensive
214,"['ðððâï', 'egãï¼ï¼ï¼', 'smileâïððð½', 'ã', 'smileegsmile', 'morio']",0,Not offensive
215,"['user', 'brilliant', 'service', 'at', 'your', 'entering', 'branch', 'today', 'customer']",0,Not offensive
216,"['user', 'will', 'be', 'here', 'for', 'a', 'screening', 'i', 'will', 'miss', 'it', 'so', 'i', 'will', 'sing', 'all', 'the', 'songs', 'from', 'pot', 'and', 'shock', 'treatment', 'because', 'i', 'can']",0,Not offensive
217,"['on', 'the', 'way', 'today', 'bus', 'alamindah', 'white', 'music', 'carrieunderwood']",0,Not offensive
218,"['model', 'i', 'love', 'u', 'take', 'with', 'u', 'all', 'the', 'time', 'in', 'or', 'ðððð', 'ððð']",0,Not offensive
219,"['good', 'day', '6', 'new', 'bees', 'at', 'bridge', 'food', 'amp', 'beer', 'felt', 'back', 'at', 'the', 'campfire', 'drunk', 'the', 'user', 'starstruck', 'amp', 'moved', 'on', 'to', 'user', '5']",0,Not offensive
220,"['g', 'o', 'a', 'l', 's', 'ð', 'report', 'from', 'user', 'proper', 'ocean', 'summer', 'life', 'family', 'sydney']",0,Not offensive
221,"['i', 'want', 'to', 'teach', 'you', 'love', 'like', 'you', 'never', 'felt', 'it', 'before', 'quote', 'quotes', 'love', 'parisian', 'allin216', 'girls', 'boys', 'fashion', 'feelings']",0,Not offensive
222,"['i', 'am', 'thankful', 'for', 'now', 'thankful', 'positive']",0,Not offensive
223,"['org', 'just', '100', 'days', 'left', 'countdown', 'nolefam', 'user', 'can', 'wait', 'for', 'him', 'to', 'come', 'to', 'milan', '22092016', 'of']",0,Not offensive
224,"['user', 'stone', 'roses', 'done', 'now', 'time', 'for', 'user', 'in', 'a', 'd', 'club', 'days']",0,Not offensive
225,"['there', 'a', 'reason', 'why', 'two', 'people', 'stay', 'together', 'they', 'give', 'each', 'other', 'something', 'nobody', 'else', 'can', 'openly', 'great', 'day']",0,Not offensive
226,"['you', 'never', 'know', 'who', 'might', 'have', 'a', 'crush', 'on', 'you', 'wake', 'buzz', 'moment', 'ride', 'love', 'crush', 'dating', 'hook', 'pp']",0,Not offensive
227,"['my', 'friend', 'just', 'got', 'engaged', 'ðââïâðâð']",0,Not offensive
228,"['298', 'days', 'left', 'by', 'end', 'of', 'classes', 'may', 'risay18', 'risaypls']",0,Not offensive
229,"['thursday', 'ð', 'may', 'we', 'watch', 'how', 'we', 'say', 'what', 'needs', 'to', 'be', 'be', 'said']",0,Not offensive
230,"['i', 'am', 'legendary', 'am', 'positive', 'affirmation']",0,Not offensive
231,"['to', 'the', 'united', 'states', 'of', 'america', 'from', 'the', 'rest', 'of', 'the', 'world', 'i', 'think', 'you', 'prove', 'you', 'dont', 'have', 'the', 'right', 'to', 'own', 'firearms']",0,Not offensive
232,"['if', 'you', 'hold', 'open', 'a', 'door', 'for', 'a', 'woman', 'because', 'she', 'a', 'woman', 'and', 'not', 'because', 'its', 'a', 'nice', 'thing', 'to', 'do', 'that', 'dont', 'even', 'try', 'to', 'deny', 'it']",0,Not offensive
233,"['when', 'your', 'having', 'a', 'good', 'weekend', 'and', 'it', 'shows', 'thankful', 'blessed', 'jeffreycwilliams', 'of']",0,Not offensive
234,"['when', 'you', 'have', 'a', 'good', 'he', 'and', 'help', 'everyone', 'you', 'always', 'seem', 'to', 'be', 'the', 'one', 'who', 'gets', 'he', 'untrue']",0,Not offensive
235,"['the', 'happiest', 'baby', 'give', 'ever', 'known', 'cut', 'smiles', 'babygirl', 'beautiful', 'niece', 'blessed', 'to']",0,Not offensive
236,"['are', 'you', 'ready', 'for', 'tic', 'oneteamlincoln', 'are', 'ð', 'user', 'user', 'user', 'user']",0,Not offensive
237,"['can', 'wait', 'for', 'carolinas', 'ready', 'to', 'see', 'user', 'and', 'user', 'time', 'to', 'rockthepark', 'timetogetmyjesuson']",0,Not offensive
238,"['already', 'bought', 'my', 'finding', 'dry', 'ticket']",0,Not offensive
239,"['for', 'every', 'minute', 'you', 'are', 'you', 'lose', 'sixty', 'seconds', 'of', 'happiness', 'and', 'you', 'should', 'do', 'the', 'same', 'of']",0,Not offensive
240,"['sanjapan', 'animeconvention', 'see', 'you', 'guns', 'in', 'september']",0,Not offensive
241,"['question', 'of', 'the', 'day', 'excited', 'for', 'motoâsâ', 'teach', 'announcements', 'motor', 'question']",0,Not offensive
242,"['make', 'today', 'count', 'mondaymotivation', 'livelifetothefullest', 'healthy', 'everydaycounts']",0,Not offensive
243,"['happy', 'morning', 'degree', 'with', 'anna', 'classmate', 'friends', '92â']",0,Not offensive
244,"['user', 'would', 'u', 'be', 'able', 'to', 'support', 'our', 'event', 'brentwood', 'homes', 'they', 'lost', 'funding', 'and', 'may', 'have', 'to', 'close']",0,Not offensive
245,"['we', 'are', 'happy', 'little', 'peoples', 'ð', 'happyhappy', 'people', 'kitten', 'cat', 'blackkittenâ']",0,Not offensive
246,"['user', 'user', 'user', 'thank', 'you', 'very', 'much', 'for', 'this', 'opportunity', 'will', 'cherish', 'it', 'forever', 'ððð', 'ððªððð¼']",0,Not offensive
247,"['ð', 'themeowood', 'puppy']",0,Not offensive
248,"['few', 'more', 'days', 'till', 'who', 'is', 'ð']",0,Not offensive
249,"['happy', 'by', 'pharrell', 'williams', 'pharrellwilliams', 'lyric', 'of']",0,Not offensive
250,"['user', 'happy', 'at', 'work', 'conference', 'right', 'midst', 'leads', 'to', 'cultureofdevelopment', 'organizations', 'work']",0,Not offensive
251,"['we', 'lost', 'another', 'member', 'of', 'our', 'family', 'yesterday', 'gutted', 'rose']",0,Not offensive
252,"['yayyy', 'trailer', 'morrow', 'fever', 'super', 'user', 'user', 'user']",0,Not offensive
253,"['watch', 'fancy', 'tails', 'vine', 'mad', 'mad', 'teeth', 'bite', 'passed', 'dog', 'biting', 'dogbite', 'dogtreat']",0,Not offensive
254,"['dreamcatcher', 'bull', 'up', 'you', 'will', 'dominate', 'your', 'bull', 'and', 'you', 'will', 'direct', 'it', 'whatever', 'you', 'want', 'it', 'to', 'do', 'when']",0,Not offensive
255,"['in', 'so', 'ready', 'for', 'tomorrow', 'ððððððenglishteacher', 'teacher', 'ecuador']",0,Not offensive
256,"['in', 'memory', 'of', 'my', 'wonderful', 'dad', 'always', 'missed', 'eternally', 'loved', 'strong', 'greatquotesâ']",0,Not offensive
257,"['user', 'user', 'on', 'dallas', 'shooting', 'the', 'video', 'your', 'about', 'to', 'see', 'is', 'disturbing', 'so', 'viewer', 'discretion', 'then', 'they', 'play', 'it', 'in', 'a', 'loop', 'over']",0,Not offensive
258,"['itakoaloneits', 'fine', 'a', 'little']",0,Not offensive
259,"['sunshine', 'amp', 'sticks', 'kind', 'of', 'saturday', 'ðð½', 'letthembelittle', 'childhoodunplugged']",0,Not offensive
260,"['had', 'a', 'wonderful', 'day', 'today', 'of', 'calm', 'sunny', 'chubbygirl', 'glasses', 'finnishgirl', 'find']",0,Not offensive
261,"['but', 'bursata', 'tm', 'family', 'yuhuuuuu', 'that', 'w', 'misha', 'meylucky', 'amp', '3', 'others', 'at', 'affair', 'cowhouse', 'pick', 'â']",0,Not offensive
262,"['he', 'loves', 'you', 'more', 'than', 'you', 'know', 'nationalbestfriendsday', 'true']",0,Not offensive
263,"['user', 'this', 'man', 'ran', 'for', 'governor', 'of', 'ny', 'the', 'state', 'with', 'the', 'biggest', 'africanamerican', 'population', 'â']",0,Not offensive
264,"['stereotyping', 'prejudice', 'offer', 'no', 'hope', 'or', 'solutions', 'but', 'create', 'the', 'same', 'old', 'repetition', 'hate', 'conflict']",0,Not offensive
265,"['who', 'can', 'get', 'the', 'hussy', 'quicker', 'these', 'days', 'ð']",0,Not offensive
266,"['ill', 'probably', 'be', '30', 'by', 'the', 'time', 'user', 'comes', 'back', 'home', 'ugh']",0,Not offensive
267,"['model', 'i', 'love', 'u', 'take', 'with', 'u', 'all', 'the', 'time', 'in', 'or', 'ðððð', 'ððð']",0,Not offensive
268,"['user', 'anyone', 'playing', 'voyez', 'kind', 'in', 'love', 'with', 'this', 'game', 'ððð', 'game', 'gazing', 'girlgamer', 'voyez']",0,Not offensive
269,"['how', 'manypols', 'passed', 'by', 'how', 'many', 'times', 'and', 'said', 'nothing', 'bluelivesmatter', 'draintheswamp', 'ferguson']",0,Not offensive
270,"['sequoia', 'is', 'about', 'the', 'weekend']",0,Not offensive
271,"['some', 'birches', 'care', 'more', 'about', 'their', 'eyebrows', 'then', 'how', 'much', 'they', 'making', 'at', 'the', 'end', 'of', 'the', 'week']",0,Not offensive
272,"['ham', 'is', 'pride', 'paradereadybeyou', 'ofbham', 'user', 'user', 'user']",0,Not offensive
273,"['fathersday', 'to', 'all', 'the', 'guns', 'who', 'play', 'dad', 'out', 'there', 'we', 'love', 'you', 'ð']",0,Not offensive
274,"['æåå0616çæåä¹', 'midday', 'to', 'my', 'bogummylove', 'you', 'forevermore', 'you', 'happy', 'everydaygood', 'nightðuser']",0,Not offensive
275,"['wishing', 'all', 'our', 'clients', 'had', 'baby', 'goats', 'to', 'muddle']",0,Not offensive
276,"['positivevibes', 'fresh', 'love', 'you', 'guns', 'get', 'some', 'concord', 'mills', 'mall']",0,Not offensive
277,"['the', 'conjuring2', 'get', 'ready', 'to', 'be', 'scared', 'tonight', 'its', 'on', 'readyornot', 'truestory']",0,Not offensive
278,"['today', 'is', 'the', 'day', 'to', 'make', 'the', 'change', 'eliminate', 'nativity', 'and', 'choose', 'to', 'live', 'a', 'positive', 'lifestyle', 'instead']",0,Not offensive
279,"['user', 'ahahah', 'nabilah', 'looks', 'so', 'ð', 'arigatou', 'jkt48', 'have', 'a', 'very', 'happy', 'away', 'âºï', 'iwearbanana']",0,Not offensive
280,"['last', 'day', 'at', 'work', 'tomorrow', 'for', 'me', 'self', 'employed', 'from', 'monday', 'scared', 'redditchbizhour']",0,Not offensive
281,"['user', 'in', 'half', 'boy', 'half', 'man', 'so', 'in', 'dumb', 'too', 'of']",0,Not offensive
282,"['my', 'happy', 'little', 'boy', 'smiles', 'corbinrayp']",0,Not offensive
283,"['never', 'been', 'more', 'appropriate', 'i', 'have', 'zero', 'idea', 'of', 'what', 'in', 'feeling', 'right', 'now', 'scared', 'mission', 'whatwasthat']",0,Not offensive
284,"['user', 'have', 'a', 'magnificent', 'monday', 'mondaymorning', 'mondaymotivation', 'monday', 'indraloka']",0,Not offensive
285,"['i', 'just', 'dont', 'understand', 'y', 'these', 'designer', 'print', 'animals', 'on', 'fabric', 'just', 'bought', 'user', 'muslin', 'b', 'sanasafinaz', 'noexchangepolicy']",0,Not offensive
286,"['maybe', '4', 'happy', 'hour', 'you', 'can', 'get', 'a', 'ending', 'ó¾ó¾µó¾']",0,Not offensive
287,"['littlebear', 'and', 'her', 'friend', 'joy', 'toddlerfriends', 'puresweetness', 'latergram', 'toddlerfun']",0,Not offensive
288,"['if', 'you', 'have', 'never', 'lost', 'a', 'loved', 'one', 'to', 'senseless', 'violence', 'you', 'dont', 'get', 'a', 'fucking', 'opinion', 'on', 'the', 'and', 'amendment']",0,Not offensive
289,"['where', 'is', 'the', 'world', 'heading', 'you', 'could', 'lose', 'your', 'life', 'just', 'for', 'leaving', 'your', 'home', 'orlando']",0,Not offensive
290,"['i', 'heard', 'him', 'say', 'that', 'he', 'was', 'trying', 'to', 'lock', 'the', 'shorter', 'in', 'but', 'kept', 'other', 'patrons', 'from', 'getting', 'out']",0,Not offensive
291,"['good', 'mood', 'flight', 'with', 'user', 'off', 'to', 'munich', 'for', 'user', 'interviews', 'pharrell']",0,Not offensive
292,"['first', 'presentation', 'by', 'user', 'in', 'the', 'netherlands', 'by', 'user']",0,Not offensive
293,"['u', 'made', 'us', 'proud', 'i', 'he', 'been', 'reading', 'or', 'words', 'amp', 'assured', 'it', 'will', 'b', 'a', 'assent', 'of', 'petite', 'emotions', 'wish', 'u', 'the', 'best']",0,Not offensive
294,"['happiness', 'vs', 'joy', 'happiness', 'is', 'temporary', 'and', 'leaves', 'u', 'he', 'joy', 'last', 'forever', 'and', 'never', 'leaves', 'real', 'true']",0,Not offensive
295,"['twinklatinboys', 'na', 'slut', 'snapshot', 'hot', 'nasty', 'naughty', 'sex', 'horny', 'shy', 'worn', 'rude', 'king', 'xxx', 'y']",0,Not offensive
296,"['user', 'it', 'is', 'not', 'people', 'who', 'are', 'thankful', 'it', 'is', 'thankful', 'people', 'who', 'are', 'happy', 'thankfulthursday']",0,Not offensive
297,"['i', 'am', 'creative', 'am', 'positive', 'affirmation']",0,Not offensive
298,"['i', 'have', 'held', 'back', 'tears', 'i', 'have', 'cried', 'happy', 'tears', 'amp', 'finally', 'we', 'leave', 'a', 'week', 'tomorrow', 'user', 'user', 'canadianravers']",0,Not offensive
299,"['midday', 'pressure', 'from', 'my', 'mummy', 'and', 'my', 'granny', 'michaelkors', 'luckygirl', 'midday', 'liverpool']",0,Not offensive
300,"['user', 'stuck', 'in', 'athens', 'instead', 'of', 'santorini', 'because', 'user', 'said', 'it', 'was', 'to', 'windy', 'to', 'land', 'shocking', 'service', 'on', 'every', 'level', 'since']",0,Not offensive
301,"['user', 'these', 'happy', 'folks', 'had', 'the', 'very', 'first', 'freakshake', 'at', 'the', 'launch', 'freaks', 'sum', 'alton', 'user']",0,Not offensive
302,"['what', 'a', 'huge', 'crowd', 'for', 'tramp']",0,Not offensive
303,"['i', 'am', 'thankful', 'for', 'saturdays', 'thankful', 'positive']",0,Not offensive
304,"['good', 'god', 'why', 'of']",0,Not offensive
305,"['user', 'enjoying', 'these', 'delicious', 'melon', 'began', 'organic', 'fresh', 'fruit', 'organic', 'healthy', 'healthyliving', 'life']",0,Not offensive
306,"['first', 'months', 'then', 'weeks', 'now', 'its', 'only', 'days', 'till', 'the', 'beginning', 'of', 'the', 'end', 'of', 'user', 'i', 'am', 'both', 'and', 'sad', 'at', 'the', 'same', 'time']",0,Not offensive
307,"['its', 'a', 'fireworks', 'weeheeeee', 'ðððððððððððð', 'â']",0,Not offensive
308,"['blackpool', 'attack', 'bull', 'game', 'd', 'do', 'you', 'really', 'think', 'that', 'his', 'head', 'was', 'empty', 'around', 'the', 'city', 'each', 'side', 'is']",0,Not offensive
309,"['fathersday', 'to', 'all', 'our', 'the', 'amazing', 'fathers', 'out', 'there', 'today']",0,Not offensive
310,"['i', 'just', 'want', 'to', 'be', 'is', 'that', 'too', 'much', 'to', 'ask', 'for', 'ð']",0,Not offensive
311,"['user', 'ready', 'and', 'waiting', 'newblood16']",0,Not offensive
312,"['in', 'sad', 'my', 'aunt', 'passed', 'away', 'she', 'was', '96', 'funeral']",0,Not offensive
313,"['7', 'horribly', 'as', 'from', '2016', 'that', 'made', 'us', 'cringe']",0,Not offensive
314,"['wouldn', 'mind', 'robsonkanu', 'at', 's', 'decent', 'player', 'available', 'on', 'a', 'free', 'transfer', 'too']",0,Not offensive
315,"['user', 'come', 'on', 'user', 'you', 'can', 'do', 'better', 'than', 'this', 'please', 'put', 'yourself', 'in', 'user', 's', 'shoes', 'unnecessary', 'stress', 'he']",0,Not offensive
316,"['stalk', 'me', 'watch', 'me', 'in', 'just', 'a', 'pen', 'poor', 'disabled', 'kill', 'this', 'us', 'is', 'not', 'the', 'us', 'i', 'used', 'b', 'proud', 'of', 'amp', 'the', 'universe', 'doesn', 'care']",0,Not offensive
317,"['stephcurrys', 'outburst', 'legs', 'the', 'question', 'can', 'christians', 'get', 'nbafinals']",0,Not offensive
318,"['in', 'so', 'and', 'grateful', 'now', 'that', 'affirmation']",0,Not offensive
319,"['8', 'more', 'weeks', 'to', 'go', 'then', 'in', 'san', 'antonio', 'bound', 'to', 'see', 'user', 'i', 'can', 'wait', 'to', 'see', 'my', 'little', 'brother', 'mission', 'mybrotherskeeper']",0,Not offensive
320,"['listen', 'up', 'gtgtgtgtgtgtgt']",0,Not offensive
321,"['user', 'the', 'dying', 'of', 'the', 'light', 'village', 'greentownâ²', 'antisemitism', 'hocoschools', 'columbia', 'hood']",0,Not offensive
322,"['havana', 'this', 'is', 'me', 'last', 'friday', 'amp', 'weird']",0,Not offensive
323,"['hey', 'i', 'noticed', 'that', 'u', 'are', 'a', 'training', 'lover', 'so', 'i', 'ask', 'u', 'to', 'check', 'my', 'free', 'pp', 'its', 'known', 'as', 'my', 'training', 'on', 'apple']",0,Not offensive
324,"['sex', 'as', 'fuck', 'direction', 'all', 'nialhoranfacts', 'niallerwins', 'hot', 'justindrewbieber', 'justindb', 'believetou']",0,Not offensive
325,"['user', 'fathersday', 'say', 'i', 'love', 'you', 'to', 'your', 'dad', 'right', 'now', 'sonya', 'whererefreshingbegins']",0,Not offensive
326,"['guess', 'who', 'back', 'back', 'again', 'lifeaftersurgery', 'ðð¼dog', 'dogslife', 'labrador', 'labradorretriever', 'lifeofsam']",0,Not offensive
327,"['hey', 'superspoilt', 'you', 'may', 'want', 'to', 'check', 'for', 'latest', 'updated', 'on', 'glastofest', 'of']",0,Not offensive
328,"['user', 'user', 'user', 'user', 'user', 'midday', 'said', 'god', 'bless', 'you', 'had', 'a', 'successful', 'career']",0,Not offensive
329,"['na', 'final', 'ambivalent', 'love', 'steps', 'and', 'thompson', 'erie', 'stinking', 'it', 'up', 'green', 'is', 'an', 'class', 'a', 'door', 'lesion', 'wont', 'talk', 'to', 'guillermo']",0,Not offensive
330,"['check', 'out', 'my', 'production', 'tears', 'webseries', 'episode', 'that', 'was', 'edited', 'by', 'yours', 'truly', 'me', 'webseries']",0,Not offensive
331,"['model', 'i', 'love', 'u', 'take', 'with', 'u', 'all', 'the', 'time', 'in', 'or', 'ðððð', 'ððð']",0,Not offensive
332,"['user', 'you', 'never', 'answered', 'me', 'about', 'your', 'statement', 'on', 'the', 'paris', 'over', 'hatred', 'amp', 'bigotry', 'being', 'found', 'we']",0,Not offensive
333,"['nineteenth', 'independenceday', 'food4thought', 'rich', 'ancestral', 'heritage', 'independence', 'hall']",0,Not offensive
334,"['river', 'gorilla', 'simulate', 'you', 'need', 'to', 'do', 'to', 'adapt', 'to', 'the', 'environment', 'the', 'need', 'to', 'tear', 'the', 'city', 'material']",0,Not offensive
335,"['watching', 'the', 'user', 'leadership', 'embrace', 'amp', 'kiss', 'donald', 'ass', 'is', 'pathetic', 'amp', 'this', 'is', 'now', 'the', 'user', 'pay', 'a', 'pay', 'of', 'racism', 'amp', 'hate', 'rigor']",0,Not offensive
336,"['i', 'love', 'how', 'i', 'am', 'so', 'mature', 'for', 'my', 'age', 'of']",0,Not offensive
337,"['www', 'yeah', 'its', 'all', 'good', 'being', 'long', 'being', 'long']",0,Not offensive
338,"['user', 'its', 'such', 'a', 'good', 'feeling', 'when', 'this', 'happens', 'smile', 'instalike', 'instamood', 'instapic']",0,Not offensive
339,"['check', 'it', 'graffiti', 'dublin', 'ireland', 'music', 'video', 'movie', 'video', 'europe', 'people', 'flow', 'fun', 'rafalwojcicki']",0,Not offensive
340,"['oitnbseason4', 'in', '2', 'days', 'aaahhhhh']",0,Not offensive
341,"['user', 'its', 'user', 'impossible', 'today', 'extraordinaryladyspeaks', 'starawards', 'user', 'user', 'htm']",0,Not offensive
342,"['sun', 'is', 'out', 'happy', 'thursday', 'âïðâïðâï', 'breakfast', 'in', 'the', 'sun', 'day', 'sunday', 'sun', 'blue']",0,Not offensive
343,"['packing', 'sneakpeek', 'to', 'be', 'working', 'with', 'the', 'yellowjackets', 'of', 'the', 'nasal', 'for', '2016', 'user', 'bal', 'hockey']",0,Not offensive
344,"['tony', 'sunday', 'tonyawards']",0,Not offensive
345,"['happy', 'fathers', 'day', '2016', 'to', 'my', 'dad', 'and', 'all', 'of', 'the', 'days', 'out', 'there', 'fathersday', '2016']",0,Not offensive
346,"['user', 'theverdict', 'is', 'in', 'in', 'an', 'idiot', 'country', 'rock', 'bluegrass', 'beetles', 'love', 'pop', 'romance']",0,Not offensive
347,"['â', 'projects', 'of', 'the', 'week', 'june', '13', '2016', 'blow', 'silver', 'gold', 'fore']",0,Not offensive
348,"['user', '300dayshappy', 'user', 'dayseventyseven', 'day', 'happiness', 'lovelifequotes', 'life']",0,Not offensive
349,"['my', 'little', 'brother', 'has', 'a', 'higher', 'tolerable', 'of', 'alcohol', 'than', 'me', 'll']",0,Not offensive
350,"['wishing', 'this', 'guy', 'a', 'midday', 'blaze', 'says', 'user', 'is', 'the', 'spitting', 'image', 'of', 'a']",0,Not offensive
351,"['i', 'am', 'thankful', 'for', 'hiding', 'trails', 'thankful', 'positive']",0,Not offensive
352,"['all', 'pay', 'meeting', 'to', 'tackle', 'a', 'movie', 'which', 'uncover', 'a', 'problem', 'we', 'dont', 'want', 'the', 'world', 'to', 'know']",0,Not offensive
353,"['user', 'chill', 'relaxing', 'piano', 'music', 'to', 'keep', 'your', 'pet', 'quiet', 'and', 'during', 'july4th', 'fireworks', 'â']",0,Not offensive
354,"['you', 'might', 'be', 'a', 'library', 'if', 'library', 'saw', 'liberal', 'politics']",0,Not offensive
355,"['user', 'nothing', 'says', 'america', 'like', 'that', 'user', 'sweet']",0,Not offensive
356,"['always', 'be', 'paratyphoid']",0,Not offensive
357,"['user', 'today', 'i', 'lost', 'a', 'thevoice', 'sister', 'senselessly', 'we', 'sing', 'for', 'love', 'not', 'death', 'people', 'stopthehate', 'ripchristina']",0,Not offensive
358,"['some', 'guns', 'too', 'concerned', 'about', 'their', 'twitter', 'brand', 'to', 'be', 'honest', 'with', 'their', 'followers']",0,Not offensive
359,"['i', 'hate', 'like', '90', 'of', 'my', 'family', 'i', 'was', 'really', 'born', 'into', 'a', 'big', 'ass', 'toxic', 'bomb', 'mother', 'quakers', 'dont', 'give', 'a', 'fuck', 'about', 'me', 'cut', 'i', 'got', 'money']",0,Not offensive
360,"['get', 'up', 'get', 'get', 'enjoy', 'music', 'today', 'free', 'apes', 'free', 'music']",0,Not offensive
361,"['best', 'lawofattraction', 'resources', 'for', 'healing', 'altwaystoheal', 'healthy', 'is', 'idea']",0,Not offensive
362,"['tramp', 'ny', 'chair', 'makes', 'racism', 'remarks', 'about', 'mitchell', 'drama', 'pp', 'put', 'foi', 'trot']",0,Not offensive
363,"['are', 'you', 'a', 'user', 'fan', 'this', 'should', 'make', 'you']",0,Not offensive
364,"['music', 'as', 'therapy', 'as', 'a', 'tool', 'for', 'healing', 'altwaystoheal', 'healthy', 'is']",0,Not offensive
365,"['how', 'can', 'food', 'make', 'a', 'family', 'fight', 'mmm']",0,Not offensive
366,"['delicious', 'sangriasaludcheers', 'smile', 'the', 'pub', 'pembroke']",0,Not offensive
367,"['have', 'a', 'fabulous', 'weekend', 'beautiful', 'souls', 'filter', 'ð']",0,Not offensive
368,"['when', 'in', 'feeling', 'overwhelmed', 'and', 'i', 'look', 'down', 'and', 'see', 'a', 'million', 'reasons', 'to', 'be', 'happy', 'again', 'i', 'love', 'you', 'craig']",0,Not offensive
369,"['back', 'to', 'the', 'day', 'job', 'for', 'share', 'dowry']",0,Not offensive
370,"['hour', 'right', 'now', '241', 'bottles', 'amp', 'drinks', 'from', 'pm', 'user', '42', 'w', 'chippewa', 'st', 'buffalo']",0,Not offensive
371,"['anus', 'intra', 'farishta', 'mania', 'khushal', '960', '952', '503', '484', '435', '3334', 'the', 'number', 'of', 'marks', 'obtained', 'is', 'too', 'damn', 'high', 'p']",0,Not offensive
372,"['my', 'monday', 'is', 'so', 'empty', 'without', 'the', 'bachelorette', 'ðð¹ð', 'thebachelorette', 'empty', 'none']",0,Not offensive
373,"['supposing', 'family', 'god', 'chivalry', 'tradition', 'and', 'pride', 'in', 'ones', 'heritage', 'is', 'now', 'controversial']",0,Not offensive
374,"['user', 'the', 'pick', 'says', 'otherwise', 'for', 'young', 'girls', 'confined', 'in', 'that', 'kitchen', 'you', 'are', 'void', 'of', 'meaning', 'beyond', 'cheap', 'publicity', 'tools']",0,Not offensive
375,"['good', 'night', 'faith', 'ever', 'vaitacacommafiasdv']",0,Not offensive
376,"['do', 'what', 'you', 'love', 'to', 'do', 'simply', 'for', 'the', 'love', 'of', 'it', 'love', 'success', 'work', 'business']",0,Not offensive
